Activity,"Chemical Count",Reference
"Anticancer (Bladder)",1,"Duke, 1992 *"
"Anticancer (Breast)",3,"Madhavi, D. L., Bomser, J., Smith, M., Singletary, K. 1998. Isolation of Bioactive Constituents from Vaccinium myrtillus (Bilberry) Fruits and Cell Cultures. Plant Sci., 131(1): 95-103."
"Anticancer (Cervix)",2,"Duke, 1992 *"
"Anticancer (Colon)",1,"Duke, 1992 *"
"Anticancer (Forestomach)",1,"Duke, 1992 *"
"Anticancer (Liver)",1,"Duke, 1992 *"
"Anticancer (Lung)",1,"Duke, 1992 *"
"Anticancer (Prostate)",1,"Duke, 1992 *"
"Anticancer (Skin)",1,"Duke, 1992 *"
Anticapillary-Fragility,1,"Merck 7th Ed."
Anticarcinogenic,2,"Economic & Medicinal Plant Research, 6: 189."
Anticarcinomic,1,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
"Anticarcinomic (Breast)",1,"Medline (post 1990 searches filed in my computer)"
Anticariogenic,4,"Muroi, H. and Kubo, I. 1993. Combination Effects of Antibacterial Compounds in Green Tea Flavor against Streptococcus mutans. J. Agric. Food Chem. 41: 1102-1105."
Anticataract,4,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Anticervicaldysplasic,1,"Duke, 1992 *"
AntiCFS,1,"Duke, 1992 *"
Anticlastogen,2,"Duke, 1992 *"
Anticlimacteric,2,"Duke, 1992 *"
Anticold,1,"Duke, 1992 *"
Anticolitic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Anticolitic?,1,"Duke, 1992 *"
Anticomplement,1,"Hansel, R., Keller, K., Rimpler, H., and Schneider, G. eds. 1992. Hager's Handbuch der Pharmazeutischen Praxis, Drogen (A-D), 1209 pp., 1993 (E-O), 970 pp., 1994 (P-Z), 1196 pp. Springer-Verlag, Berlin."
Anticomplementary,1,"Duke, 1992 *"
Anticonvulsant,2,"Duke, 1992 *"
Anticoronary,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
AntiCrohn's,2,"Martindale's 29th"
AntiCRP,1,"Duke, 1992 *"
AntiCTS,1,"Duke, 1992 *"
AntiCVI,1,"Duke, 1992 *"
Anticystitic,1,"Duke, 1992 *"
Antidandruff,1,"A.L.L. Hunting. Encyclopedia of Shampoo Ingredients. Micelle Press, Cranford NJ. 467 pp."
Antidecubitic,1,"Martindale's 28th"
Antidementia,3,"Bruneton, J. 1999. Pharmacognosy, Phytochemistry, Medicinal Plants. 2nd Ed. Lavoisier Publishing, Paris. 1119 pp."
Antidepressant,4,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antidermatitic,3,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antidermatotic,1,"Duke, 1992 *"
Antidiabetic,6,"Duke, 1992 *"
Antidiarrheic,2,"Duke, 1992 *"
"Antidote (Aluminum)",2,"Economic & Medicinal Plant Research, 6: 189."
"Antidote (Cadmium)",1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Antidote (Lead)",2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Antidote (Paraquat)",1,"Martindale's 28th"
Antidysenteric,1,"Duke, 1992 *"
AntiEBV,2,"Economic & Medicinal Plant Research, 6: 189."
Antieczemic,3,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiedemic,11,"Shimizu,*M., et al. 1990. Anti-inflammatory Constituents of Topically Applied Crude Drugs. IV.1) Constituents and Anti-inflammatory Effect of Paraguayan Crude Drug 'Alhucema' (Lavandula latifolia Vill.)2). Chem. Pharm. Bull. 38(8): 2283-2284, 1990."
Antielastase,2,"Duke, 1992 *"
Antiencephalitic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiendometriotic,1,"Duke, 1992 *"
Antierythemic,1,"Duke, 1992 *"
Antiescherichic,2,"Duke, 1992 *"
Antiestrogenic,2,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antifatigue,2,"Duke, 1992 *"
Antifeedant,6,"Keeler, R.F. and Tu, A.T. eds. 1991. Toxicology of Plant and Fungal Compounds. (Handbook of Natural Toxins Vol. 6) Marcel Dekker, Inc. NY. 665 pp."
Antifertility,4,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antifibrinolytic,2,"Economic & Medicinal Plant Research, 1: 53."
Antifibromyalgic,1,"Duke, 1992 *"
Antifibrosarcomic,1,"Duke, 1992 *"
Antifibrotic,1,"Duke, 1992 *"
Antiflu,3,"Economic & Medicinal Plant Research, 5: 207."
Antigallstone,1,"Duke, 1992 *"
Antigastric,1,"Rastitel'nye Resursy, 21: 85."
Antigastritic,1,"Duke, 1992 *"
Antigenotoxic,1,"Duke, 1992 *"
Antigingivitic,4,"Duke, 1992 *"
Antiglaucomic,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antigonadotrophic,1,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antigonadotropic,3,"Jim Duke's personal files."
Antigranular,1,"Duke, 1992 *"
AntiGTF,1,"Duke, 1992 *"
Antihangover,1,"Duke, 1992 *"
Antihematuric,1,"Duke, 1992 *"
Antihemolytic,2,"Ohnishi, M., Morishita, H., Iwahashi, H., Toda, S., Shirataki, Y., Kimura, M., and Kido, R. 1993. Inhibitory Effects of Chlorogenic Acids on Linoleic Acid Peroxidation and Haemolysis. Phytochemistry. 36(3): 579-583. 1994."
Antihemorrhagic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antihemorrhoidal,1,"Duke, 1992 *"
Antihepatitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antihepatoadenomic,1,"Duke, 1992 *"
Antihepatotoxic,9,"Economic & Medicinal Plant Research, 6: 189."
Antiherpetic,6,"Duke, 1992 *"
Antihistaminic,7,"Duke, 1992 *"
AntiHIV,5,"Economic & Medicinal Plant Research, 6: 189."
Antihydrophobic,1,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart."
Antihypercholesterolemic,2,"Economic & Medicinal Plant Research, 6: 189."
Antihyperglycemic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antihyperkinetic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antihyperlipidemic,1,"Duke, 1992 *"
Antihyperlipoproteinaemic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antihypertensive,5,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
Antihyperthyroid,2,"Duke, 1992 *"
Antiichthyosic,1,"Martindale's 29th"
Antiimplantation,1,"Duke, 1992 *"
Antiinfarctal,1,"Soumyanath, A. Ed. 2006. Traditional Medicines for Modern Times - Antidiabetic Plants. CRC Press, Taylor & Francis Group. Boca Raton, FL. 314 pp."
Antiinfertility,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiinflammatory,21,"Shimizu,*M., et al. 1990. Anti-inflammatory Constituents of Topically Applied Crude Drugs. IV.1) Constituents and Anti-inflammatory Effect of Paraguayan Crude Drug 'Alhucema' (Lavandula latifolia Vill.)2). Chem. Pharm. Bull. 38(8): 2283-2284, 1990."
Antiinsomniac,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiischemic,3,"Duke, 1992 *"
AntiLegionella,2,"Duke, 1992 *"
Antileishmanic,2,"Duke, 1992 *"
Antilepric,1,"Martindale's 28th"
Antileukemic,7,"Duke, 1992 *"
Antileukotriene,4,"Duke, 1992 *"
Antileukotriene-D4,2,"Duke, 1992 *"
Antilipolytic,1,"Duke, 1992 *"
Antilipoperoxidant,1,"Duke, 1992 *"
Antilithic,2,"Duke, 1992 *"
AntiLyme,1,"Duke, 1992 *"
Antilymphocytic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antilymphomic,1,"Duke, 1992 *"
Antimaculitic,3,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
Antimalarial,4,"Khalid, S.A., Farouk, A., Geary**, T.G., and Jensen, J.B. 1985. Potential Antimalarial Candidates From African Plants: An In Vitro Approach Using Plasmodium falciparum*. Journal of Ethnopharmacology, 15: 201-209, 1986."
Antimeasles,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antimelanogenic,2,"Duke, 1992 *"
Antimelanomic,2,"Duke, 1992 *"
Antimenopausal,2,"Duke, 1992 *"
Antimenorrhagic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimetastatic,2,"Duke, 1992 *"
Antimigraine,1,"Martindale's 29th"
AntiMS,1,"Economic & Medicinal Plant Research, 6: 189."
Antimutagenic,10,"Economic & Medicinal Plant Research, 6: 235."
Antimyocarditic,1,"Economic & Medicinal Plant Research, 5: 199."
Antinephritic,3,"Duke, 1992 *"
Antineuralgic,1,"Madaus, G. 1976. Lehrbuch der Biologischen Hilfmittel. Vol,. 1-3. 2862 pp. (+ 144 p. index). Georg Olms Verlag, Hildescheim. Reprint of 1938 Madaus."
Antineuramidase,1,"Duke, 1992 *"
Antineuropathic,1,"Duke, 1992 *"
Antinitrosaminic,4,"Ki Soon Rhee. Oilseed Food Ingredients Used To Minimize Oxidative Flavor Deterioration in Meat Products. Phenolic Compounds in Food and Their Effects on Health, Ch.18."
Antinitrosic,1,"Martindale's 28th"
Antinociceptive,5,"Duke, 1992 *"
Antinyctalopic,1,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
Antiobesity,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiobesity?,1,"Duke, 1992 *"
Antioncychomycotic,1,"Martindale's 29th"
Antionychyotic,1,"Taylor, Leslie. 2005. The Healing Power of Rainforest Herbs. SquareOne Publisher, Garden City Park, NY. 519 pp."
Antiophidic,4,"Economic & Medicinal Plant Research, 5: 363."
Antiorchitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiosteoarthritic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiosteoporotic,2,"Duke, 1992 *"
Antiosteoporotic?,1,"Duke, 1992 *"
Antioxalate,1,"Duke, 1992 *"
Antioxidant,28,"Duke, 1992 *"
"Antioxidant Synergist",1,"Merck 11th Edition"
Antipancreatitic,1,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
Antiparkinsonian,2,"Duke, 1992 *"
Antiparotitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiperiodic,1,"Duke, 1992 *"
Antiperiodontal,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiperiodontic,2,"Duke, 1992 *"
Antiperiodontitic,3,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiperistaltic,1,"Duke, 1992 *"
Antipermeability,1,"Duke, 1992 *"
Antiperoxidant,9,"Planta Medica, 57: A54, 1991."
AntiPGE2,1,"Duke, 1992 *"
Antipharyngitic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiplaque,3,"Duke, 1992 *"
Antiplasmodial,2,"Duke, 1992 *"
Antiplatelet,1,"Duke, 1992 *"
AntiPMS,2,"Duke, 1992 *"
Antipneumonic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antipodagric,1,"Duke, 1992 *"
Antipodriac,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antipolio,2,"Jim Duke's personal files."
Antipoliomyelitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiprogestational,1,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antiproliferant,5,"Duke, 1992 *"
Antiprostaglandin,4,"Duke, 1992 *"
Antiprostanoid,1,"Duke, 1992 *"
Antiprostatadenomic,1,"Merck 11th Edition"
Antiprostatitic,4,"Duke, 1992 *"
Antiprotozoal,1,"Duke, 1992 *"
Antipsoriac,2,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antipurpuric,1,"Duke, 1992 *"
Antipyretic,3,"Economic & Medicinal Plant Research, 6: 189."
Antiradicular,14,"Ohnishi, M., Morishita, H., Iwahashi, H., Toda, S., Shirataki, Y., Kimura, M., and Kido, R. 1993. Inhibitory Effects of Chlorogenic Acids on Linoleic Acid Peroxidation and Haemolysis. Phytochemistry. 36(3): 579-583. 1994."
AntiRaynaud's,1,"Duke, 1992 *"
Antirenitic,1,"Uchida, U., Ohta, H., Niwa, M., Mori, A., Nonaka, G-i., Nishioka, I., and Zaki, M. 1989. Prolongation of Life Span of Stroke-Prone Spontaneously Hypertensive Rats (SHRSP) Ingesting Persimmon Tannin. Chem. Pharm. Bull. 38(4): 1049-1052, 1990."
"Antiretinitic Optometry",1,"Duke, 1992 *"
Antiretinotic,2,"Duke, 1992 *"
Antirheumatic,6,"Grenand, P., Moretti, C., and Jacquemin, H. 1987. Pharmacopees Traditionnelles en Guyane.  l'ORSTROM, Paris. 569 pp."
Antirhinitic,1,"Duke, 1992 *"
Antisarcomic,1,"Duke, 1992 *"
Antiscorbutic,1,"Martindale's 28th"
Antiseborrheic,2,"Duke, 1992 *"
Antiseptic,9,"Martindale's 28th"
Antiserotonin,1,"Duke, 1992 *"
Antishingles,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antisickling,2,"Duke, 1992 *"
Antispasmodic,7,"Duke, 1992 *"
Antistaphylococcic,3,"Duke, 1992 *"
Antistomatitic,1,"Economic & Medicinal Plant Research, 5: 207."
Antistreptococcic,2,"Duke, 1992 *"
Antistress,2,"Duke, 1992 *"
Antistroke,1,"Duke, 1992 *"
Antisunburn,3,"Duke, 1992 *"
Antisyndrome-X,1,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
AntiTGF-beta,1,"Duke, 1992 *"
Antithiamin,2,"Phenolic Compounds in Food and Their Effects on Health, 69."
Antithrombic,1,"Duke, 1992 *"
Antithrombogenic,1,"Duke, 1992 *"
Antithyroid,3,"Jim Duke's personal files."
Antitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antitrypanosomic,2,"Planta Medica, 57: A44, 1991."
Antitubercular,1,"Duke, 1992 *"
Antitumor,17,"Zheng, G-Q., Kenney, P.M., and Lam, L.K.T. Sesquiterpenes From Clove (Eugenia caryophyllata) As Potential Anticarcinogenic Agents. Journal of Natural Products 55(7): 999-1003, 1992."
"Antitumor (Bladder)",3,"Duke, 1992 *"
"Antitumor (Breast)",5,"Duke, 1992 *"
"Antitumor (Cervix)",2,"Duke, 1992 *"
"Antitumor (Colon)",4,"Duke, 1992 *"
"Antitumor (Forestomach)",1,"Duke, 1992 *"
"Antitumor (Gastric)",1,"Duke, 1992 *"
"Antitumor (Kidney)",1,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
"Antitumor (Liver)",1,"Duke, 1992 *"
"Antitumor (Lung)",4,"Duke, 1992 *"
"Antitumor (Ovary)",1,"Duke, 1992 *"
"Antitumor (Pancreas)",1,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
"Antitumor (Prostate)",2,"Duke, 1992 *"
"Antitumor (Skin)",3,"Duke, 1992 *"
"Antitumor (Stomach)",1,"Duke, 1992 *"
Antitumor-Promoter,8,"Cancer Research, 48: 5941."
Antitympanitic,1,"Merck 11th Edition"
Antiulcer,10,"Duke, 1992 *"
Antiulcerogenic,1,"Duke, 1992 *"
Antiurethrotic,1,"Duke, 1992 *"
Antivaccinia,1,"Economic & Medicinal Plant Research, 5: 207."
Antivaricose,1,"Duke, 1992 *"
Antiviral,13,"Duke, 1992 *"
Anxiolytic,2,"Duke, 1992 *"
Apoptotic,5,"Duke, 1992 *"
Aromatase-Inhibitor,2,"Duke, 1992 *"
Artemicide,2,"Jung, J.H., Pummangura, S., Chaichantipyuth, c., Patarapanich, C., and McLaughlin, J.L. 1989. Bioactive Constituents of Melodorum fruticosum. Phytochemistry. 29(5): 1667-1670. 1990."
Ascaricide,1,"Duke, 1992 *"
Asthma-preventive,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
ATPase-Inhibitor,1,"Nigg, H.N. and Seigler, D.S., eds. 1992. Phytochemical Resources for Medicine and Agriculture. Plenum Press, New York. 445 pp."
Autotoxic,1,"Duke, 1992 *"
Bacteristat,2,"Duke, 1992 *"
"Beta-Adrenergic Receptor Blocker",1,"Duke, 1992 *"
Beta-Blocker,1,"Duke, 1992 *"
Beta-Glucuronidase-Inhibitor,2,"Duke, 1992 *"
Bifidogenic,1,"Duke, 1992 *"
Bradycardiac,1,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
Bruchiphobe,1,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
Calcium-Antagonist,2,"Duke, 1992 *"
Calcium-Channel-Blocker,1,"Duke, 1992 *"
Calmodulin-Antagonist,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
cAMP-Phosphodiesterase-Inhibitor,3,"Duke, 1992 *"
Cancer-Preventive,20,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
Candidicide,4,"Recently became Internat. J. Crude Drug Res. 28(1,2,3,4):1990, page 155."
Capillariprotective,2,"Merck 11th Edition"
Carcinogenic,5,"Duke, 1992 *"
Cardioprotective,5,"Duke, 1992 *"
Cardiotonic,1,"Duke, 1992 *"
Caspase-8-Inducer,1,"Duke, 1992 *"
Catabolic,2,"Duke, 1992 *"
Chelator,1,"Duke, 1992 *"
Chemopreventive,4,"Duke, 1992 *"
"Chemopreventive (Breast Cancer)",1,"Duke, 1992 *"
"Chemopreventive (Colon Cancer)",1,"Duke, 1992 *"
Cholagogue,2,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
Choleretic,6,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
Circulotonic,1,"Duke, 1992 *"
Clastogenic,2,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
CNS-Active,2,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
CNS-Stimulant,1,"Duke, 1992 *"
Co-carcinogenic,1,"Duke, 1992 *"
Cold-preventive,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Collagen-Sparing,2,"Duke, 1992 *"
Collagenic,1,"Duke, 1992 *"
Colorant,4,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Comedolytic,2,"Martindale's 29th"
COMT-Inhibitor,1,"Duke, 1992 *"
Copper-Chelator,2,"Duke, 1992 *"
Cosmetic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
COX-1-Inhibitor,1,"Duke, 1992 *"
COX-2-Inhibitor,6,"Duke, 1992 *"
Cyclooxygenase-Inhibitor,6,"Duke, 1992 *"
Cytochrome-P450-1A2-Inhibitor,1,"Duke, 1992 *"
Cytoprotective,2,"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
Cytotoxic,6,"Duke, 1992 *"
Deiodinase-Inhibitor,1,"Jim Duke's personal files."
Demulcent,1,"Duke, 1992 *"
Dermatitigenic,2,"Duke, 1992 *"
Detoxicant,1,"Duke, 1992 *"
Diaphoretic?,3,"Lawrence Review of Natural Products, Dec-90."
Differentiator,1,"Duke, 1992 *"
Diuretic,6,"Duke, 1992 *"
DNA-Active,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
DNA-Protective,1,"Duke, 1992 *"
Elastase-Inhibitor,1,"Duke, 1992 *"
Estrogenic,4,"Duke, 1992 *"
Estrogenic?,1,"Economic & Medicinal Plant Research, 6: 189."
Expectorant,1,"Pedersen, M.  1987.  Nutritional Herbology.  Pederson Publishing. Bountiful, Utah. 377 pp."
Febrifuge,1,"Neuwinger, H. D. 1996. African Ethnobotany - Poisons and Drugs. Chapman & Hall, New York. 941 pp."
Fistula-Preventive,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
FLavor,3,"Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry"
FPTase-Inhibitor,1,"Duke, 1992 *"
Fungicide,8,"Duke, 1992 *"
Fungistat,1,"Nigg, H.N. and Seigler, D.S., eds. 1992. Phytochemical Resources for Medicine and Agriculture. Plenum Press, New York. 445 pp."
Gastroprotective,3,"Duke, 1992 *"
Gastrostimulant,1,"Duke, 1992 *"
Glucosyl-Transferase-Inhibitor,2,"Duke, 1992 *"
Gonadotrophic,1,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Hemolytic,1,"Bisset, N.G., ed. 1994. Herbal Drugs and Phytopharmaceuticals. CRC Press. Boca Raton, FL. 566 pp."
Hemopoietic,1,"Duke, 1992 *"
Hemostat,2,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
Hepatocarcinogenic,1,"Duke, 1992 *"
Hepatomagenic,2,"Phenolic Compounds in Food and Their Effects on Health. Antioxidants & Cancer Prevention. Huang, M.T., Ho, C.T. and Lee, C.Y. eds. 1992. ACS Symposium Series 507.ACS, Washington 402 pp."
Hepatoprotective,12,"Duke, 1992 *"
Hepatotropic,1,"Duke, 1992 *"
