Activity,"Chemical Count",Reference
Antiadhesive,1,"Duke, 1992 *"
Antiadrenalinic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiadrenergic,1,"Neuwinger, H. D. 1996. African Ethnobotany - Poisons and Drugs. Chapman & Hall, New York. 941 pp."
Antiaflatoxin,3,"Duke, 1992 *"
AntiAGE,2,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antiaggregant,11,"Duke, 1992 *"
Antiaging,5,"Duke, 1992 *"
Antiakathisic,1,"Martindale's 29th"
Antialcoholic,5,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antialdosteronic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antialkali?,1,"Martindale's 29th"
Antialkalotic,1,"Martindale's 29th"
Antiallergenic,2,"Dorsch, W., Wagner, H. New Antiasthmatic Drugs from Traditional Medicine? Int Arch Allergy Appl Immunol 94: 262-265, 1991."
Antiallergic,10,"Duke, 1992 *"
Antialopecic,4,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antialzheimeran,10,"Duke, 1992 *"
Antialzheimeran?,1,"Martindale's 29th"
Antiamblyopic,2,"Duke, 1992 *"
Antianacarditic,1,"Duke, 1992 *"
Antianaphylactic,4,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antiandrogenic,5,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antianemic,5,"Duke, 1992 *"
Antianginal,3,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiangiogenic,4,"Duke, 1992 *"
Antianorectic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antianorexic,1,"Martindale's 29th"
Antianxiety,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiaphthic,1,"Martindale's 28th"
Antiapoplectic,1,"Duke, 1992 *"
Antiarabiflavinotic,1,"Martindale's 28th"
Antiarrhythmic,9,"Merck 11th Edition"
Antiarteriosclerotic,3,"Duke, 1992 *"
Antiarthritic,15,"Duke, 1992 *"
Antiasthmatic,8,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiasthmatic?,1,"Duke, 1992 *"
Antiataxic,1,"Martindale's 28th"
Antiatherogenic,2,"Duke, 1992 *"
Antiatheromic,1,"Cerda, J.J. Pectin in Health and Disease. HortScience, 25(12): 1485, 1990."
Antiatherosclerotic,13,"Duke, 1992 *"
Antibackache,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antibacterial,29,"Duke, 1992 *"
Antiberiberi,1,"Duke, 1992 *"
AntiBPH,1,"Duke, 1992 *"
Antibronchitic,1,"Dorsch, W., Wagner, H. New Antiasthmatic Drugs from Traditional Medicine? Int Arch Allergy Appl Immunol 94: 262-265, 1991."
Antibronchoconstrictor,1,"Duke, 1992 *"
Antibrucellosic,1,"Gawron, A., Gorski*, G., Glowniak**, K. 1989. Increased proliferation of phytohaemagglutinin (PHA)-stimulated human leucocytes after 8-methoxypsoralen treatment. J. Pharm. Pharmacol. 42: 194-195, 1990."
Anticalculic,1,"Duke, 1992 *"
Anticancer,13,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
"Anticancer (Bladder)",1,"Duke, 1992 *"
"Anticancer (Breast)",3,"Madhavi, D. L., Bomser, J., Smith, M., Singletary, K. 1998. Isolation of Bioactive Constituents from Vaccinium myrtillus (Bilberry) Fruits and Cell Cultures. Plant Sci., 131(1): 95-103."
"Anticancer (Cervix)",2,"Duke, 1992 *"
"Anticancer (Colon)",3,"Duke, 1992 *"
"Anticancer (Esophagus)?",1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Anticancer (Forestomach)",2,"Duke, 1992 *"
"Anticancer (Kidney)",1,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
"Anticancer (Liver)",2,"Duke, 1992 *"
"Anticancer (Lung)",1,"Duke, 1992 *"
"Anticancer (Prostate)",2,"Duke, 1992 *"
"Anticancer (Skin)",2,"Duke, 1992 *"
Anticanker,3,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Anticapillary-Fragility,2,"Merck 7th Ed."
Anticarcinogenic,3,"Economic & Medicinal Plant Research, 6: 189."
Anticarcinomic,4,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
"Anticarcinomic (Breast)",1,"Medline (post 1990 searches filed in my computer)"
Anticardiospasmic,1,"Duke, 1992 *"
Anticariogenic,5,"Leung, A. Y. and Foster, S. 1995. Encyclopedia of Common Natural Ingredients 2nd Ed. John Wiley & Sons, New York. 649 pp."
Anticarpal-Tunnel,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Anticataract,11,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Anticephalagic,4,"Duke, 1992 *"
Anticerebrotic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Anticervicaldysplasic,4,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
AntiCFS,3,"Duke, 1992 *"
Anticheilitic,3,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antichilblain,2,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Anticholestatic,1,"Shukla, B., Visen, P.K.S., Patnaik, G.K., Tripathi, S.C., Srimal, R.C., Dayal, R., and Dobhal, P.C. Hepatoprotective Activity in the Rat of Ursolic Acid Isolated from Eucalyptus Hybrid. Phytotherapy Research 6: 74-79, 1992."
Anticholinergic,1,"Duke, 1992 *"
Anticholinesterase,1,"Martindale's 29th"
Antichoreic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Anticirrhotic,3,"Duke, 1992 *"
Anticirrhotic?,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Anticlastogen,2,"Duke, 1992 *"
Anticlaudificant?,1,"Martindale's 29th"
Anticlimacteric,4,"Duke, 1992 *"
Anticoagulant,1,"Merck 11th Edition"
Anticoeliac,1,"Martindale's 28th"
Anticold,2,"Duke, 1992 *"
Anticolitic,4,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Anticomplement,2,"Hansel, R., Keller, K., Rimpler, H., and Schneider, G. eds. 1992. Hager's Handbuch der Pharmazeutischen Praxis, Drogen (A-D), 1209 pp., 1993 (E-O), 970 pp., 1994 (P-Z), 1196 pp. Springer-Verlag, Berlin."
Anticomplementary,1,"Duke, 1992 *"
Anticonvulsant,6,"Duke, 1992 *"
Anticorneotic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Anticoronary,5,"Duke, 1992 *"
AntiCrohn's,3,"Martindale's 29th"
AntiCTS,1,"Duke, 1992 *"
AntiCVI,1,"Duke, 1992 *"
Anticystinuric,1,"Duke, 1992 *"
Anticystitic,2,"Duke, 1992 *"
Antidandruff,3,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antidecubitic,4,"Martindale's 28th"
Antideliriant,1,"Duke, 1992 *"
Antidementia,8,"Martindale's 29th"
Antidepressant,11,"Martindale's 28th"
Antidepressant?,1,"Duke, 1992 *"
Antidermatitic,5,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
Antidermatotic,1,"Duke, 1992 *"
Antidiabetic,17,"Duke, 1992 *"
Antidiabetic?,2,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
Antidiarrheic,3,"Merck 11th Edition"
Antidiscotic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antidiuretic,3,"Duke, 1992 *"
Antidote,1,"Merck 11th Edition"
"Antidote (Acetaminophen)",1,"Martindale's 29th"
"Antidote (Aluminum)",2,"Economic & Medicinal Plant Research, 6: 189."
"Antidote (Cadmium)",2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Antidote (Camphor)",1,"Duke, 1992 *"
"Antidote (Hypoglycin-A)",1,"Martindale's 29th"
"Antidote (Lead)",3,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Antidote (Manganese)",1,"Martindale's 28th"
"Antidote (Mercury)",1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Antidote (Morphine)",1,"Duke, 1992 *"
"Antidote (Paracetamol)",1,"Martindale's 29th"
"Antidote (Paraquat)",1,"Martindale's 28th"
Antidrepanocytic,1,"Duke, 1992 *"
Antidysenteric,3,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
Antidysgeuzic,1,"Duke, 1992 *"
Antidyskinetic,3,"Martindale's 28th"
Antidysmenorrheic,2,"Duke, 1992 *"
Antidyspeptic,1,"Duke, 1992 *"
Antidysphagic,1,"Duke, 1992 *"
Antiear-wax,1,"Martindale's 29th"
AntiEBV,2,"Economic & Medicinal Plant Research, 6: 189."
Antieczemic,5,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiedemic,9,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antielastase,3,"Duke, 1992 *"
Antiencephalitic,3,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiencephalopathic,7,"Martindale's 29th"
Antiencephalopathic?,1,"Martindale's 29th"
Antiendometriotic,2,"Duke, 1992 *"
Antiendotoxic,2,"Borchard, R. E., Barnes, C. D., and Eltherton, L. G. 1991. Drug Dosage in Laboratory Animals: A Handbook. (3rd Ed.) The Telford Press, Inc., P. O. Box 287, Caldwell NJ 07006."
Antienteritic,2,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart."
Antienterotic,1,"Duke, 1992 *"
Antiepileptic,5,"Duke, 1992 *"
Antierythemic,1,"Duke, 1992 *"
Antiescherichic,6,"Duke, 1992 *"
Antiesherichic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antiestrogenic,4,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antifatigue,8,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antifeedant,8,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
Antifertility,4,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antifibrinolytic,3,"Economic & Medicinal Plant Research, 1: 53."
Antifibromyalgic,2,"Duke, 1992 *"
Antifibrosarcomic,2,"Duke, 1992 *"
Antifibrotic,3,"Duke, 1992 *"
Antiflu,3,"Economic & Medicinal Plant Research, 5: 207."
Antifuruncular,1,"Martindale's 28th"
Antigallstone,2,"Duke, 1992 *"
Antigargantitic,1,"Duke, 1992 *"
Antigastric,2,"Rastitel'nye Resursy, 21: 85."
Antigastrisecretogogic,1,"Grenand, P., Moretti, C., and Jacquemin, H. 1987. Pharmacopees Traditionnelles en Guyane.  l'ORSTROM, Paris. 569 pp."
Antigastritic,5,"Martindale's 29th"
Antigastrotic,1,"Duke, 1992 *"
Antigenotoxic,1,"Duke, 1992 *"
Antigingivitic,5,"Duke, 1992 *"
Antiglaucomic,3,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiglossitic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiglycosuric,1,"Duke, 1992 *"
Antigonadotrophic,1,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antigonadotropic,3,"Jim Duke's personal files."
Antigout,1,"Duke, 1992 *"
Antigranular,1,"Duke, 1992 *"
Antigrey,1,"Martindale's 29th"
AntiGTF,1,"Duke, 1992 *"
Antihangover,5,"Duke, 1992 *"
Antiheartburn,1,"Duke, 1992 *"
Antihelicobacter,1,"Duke, 1992 *"
Antihematuric,1,"Duke, 1992 *"
Antihemolytic,2,"Ohnishi, M., Morishita, H., Iwahashi, H., Toda, S., Shirataki, Y., Kimura, M., and Kido, R. 1993. Inhibitory Effects of Chlorogenic Acids on Linoleic Acid Peroxidation and Haemolysis. Phytochemistry. 36(3): 579-583. 1994."
Antihemorrhagic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antihemorrhoidal,2,"Martindale's 29th"
Antihepatitic,2,"Martindale's 29th"
Antihepatoadenomic,1,"Duke, 1992 *"
Antihepatocarcinogenic,1,"Akao, M. and Kuroda, K. 1990. Inhibitory Effect of Fumaric Acid on Hepatocarcinogenesis by Thioacetamide in Mice. Chem. Pharm. Bull. 38(7): 2012-2014, 1990."
Antihepatotic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antihepatotoxic,16,"Economic & Medicinal Plant Research, 6: 189."
Antiherpetic,13,"Duke, 1992 *"
Antiherpetic?,1,"Duke, 1992 *"
Antihiccup,1,"Martindale's 29th"
Antihistaminic,11,"Duke, 1992 *"
AntiHIV,11,"Economic & Medicinal Plant Research, 6: 189."
Antihomocysteine,1,"Duke, 1992 *"
Antihomocystinuric,1,"Duke, 1992 *"
Antihydrophobic,1,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart."
Antihyperactivity,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antihyperammonemic,1,"Martindale's 29th"
Antihypercholesterolemic,3,"Economic & Medicinal Plant Research, 6: 189."
Antihyperkeratotic,1,"Duke, 1992 *"
Antihyperkinetic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antihyperlipidemic,2,"Duke, 1992 *"
Antihyperlipoproteinaemic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antihypertensive,10,"Duke, 1992 *"
Antihyperthyroid,2,"Duke, 1992 *"
Antihypoglycemic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiichythyotic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiielus?,1,"Martindale's 29th"
Antiileus,1,"Duke, 1992 *"
Antiimplantation,1,"Duke, 1992 *"
Antiimpotence,2,"Martindale's 29th"
Antiinfarctal,1,"Soumyanath, A. Ed. 2006. Traditional Medicines for Modern Times - Antidiabetic Plants. CRC Press, Taylor & Francis Group. Boca Raton, FL. 314 pp."
Antiinfective,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiinfertility,4,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiinflammatory,24,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiinsomniac,5,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiinsomniac?,1,"Martindale's 29th"
Antiinsomnic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiischemic,2,"Duke, 1992 *"
Antikeratitic,1,"Duke, 1992 *"
Antikeshan,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiketotic,3,"Merck 11th Edition"
Antilactobacillic,1,"Duke, 1992 *"
AntiLegionella,2,"Duke, 1992 *"
Antileishmanic,5,"Duke, 1992 *"
Antilepric,2,"Martindale's 28th"
Antilethargic,1,"Duke, 1992 *"
Antileukemic,12,"Duke, 1992 *"
Antileukonychic,1,"Duke, 1992 *"
Antileukoplakic,1,"Duke, 1992 *"
Antileukotriene,5,"Duke, 1992 *"
Antileukotriene-D4,2,"Duke, 1992 *"
Antileukotrienogenic,1,"Duke, 1992 *"
Antilipolytic,2,"Duke, 1992 *"
Antilipoperoxidant,2,"Duke, 1992 *"
Antilisteria,1,"Duke, 1992 *"
Antilithic,5,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antilupus,1,"Martindale's 28th"
AntiLyme,5,"Duke, 1992 *"
Antilymphedemic,1,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
Antilymphocytic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antilymphomic,3,"Duke, 1992 *"
Antimaculitic,6,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
Antimalarial,4,"Medicinal and Poisonous Plants of the Tropics. Leeuwenberg, A.J.M., ed. Pudoc, Wageningen. 1987."
Antimanic,3,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimastalgic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimastitic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimeasles,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antimelanogenic,2,"Duke, 1992 *"
Antimelanomic,4,"Duke, 1992 *"
AntiMeniere's,3,"Martindale's 29th"
Antimenopausal,4,"Duke, 1992 *"
Antimenorrhagic,2,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimetastatic,7,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
Antimigraine,5,"Martindale's 29th"
Antimitotic,2,"Pandeya, S.N. 1970. Biological Activity of Adamantyl Derivatives. The Indian Journal of Pharmacy, 33: 7."
Antimitral-valve-prolapse,1,"Duke, 1992 *"
Antimononuccleotic,1,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
Antimorphinic,1,"Martindale's 28th"
Antimorphinistic,1,"Duke, 1992 *"
AntiMRSA,1,"Duke, 1992 *"
AntiMS,2,"Economic & Medicinal Plant Research, 6: 189."
Antimutagenic,22,"Economic & Medicinal Plant Research, 6: 235."
Antimutilation,1,"Martindale's 28th"
Antimyalgic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antimycoplasmotic,1,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
Antimycotic,1,"Duke, 1992 *"
Antimyelotoxic,1,"Martindale's 29th"
Antimyoatrophic,1,"Duke, 1992 *"
Antimyocarditic,2,"Economic & Medicinal Plant Research, 5: 199."
Antinauseant,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antineoplastic,1,"Duke, 1992 *"
Antinephritic,5,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antinephrolytic,1,"Duke, 1992 *"
Antineuralgic,3,"Martindale's 29th"
Antineuramidase,1,"Duke, 1992 *"
Antineurasthenic,1,"Duke, 1992 *"
Antineuritic,1,"Duke, 1992 *"
Antineuropathic,4,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antineurotic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
AntiNF-kB,1,"Duke, 1992 *"
Antinitrosaminic,7,"Ki Soon Rhee. Oilseed Food Ingredients Used To Minimize Oxidative Flavor Deterioration in Meat Products. Phenolic Compounds in Food and Their Effects on Health, Ch.18."
Antinitrosic,1,"Martindale's 28th"
Antinociceptive,6,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antinyctalopic,2,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
Antiobesity,6,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiobesity?,1,"Internat. J. Oriental Med. 16: 4."
Antionychyotic,1,"Duke, 1992 *"
Antiophidic,5,"Economic & Medicinal Plant Research, 5: 363."
Antiophthalmic,1,"Martindale's 29th"
Antiorchitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiosteoarthritic,4,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiosteoporotic,9,"Duke, 1992 *"
Antiotitic,1,"Martindale's 28th"
Antiototic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antioxidant,38,"Larson, R.A. 1987. Review Article Number 30. The Antioxidants of Higher Plants. Phytochemistry. 27: 969-978."
"Antioxidant Synergist",4,"Merck 11th Edition"
Antioxidant?,2,"Duke, 1992 *"
Antiozenic,1,"Duke, 1992 *"
Antipancreatitic,1,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
Antipapillomic,1,"Duke, 1992 *"
Antiparkinsonian,8,"Martindale's 28th"
Antiparotitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antipellagric,3,"Martindale's 28th"
Antiperiodontal,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiperiodontic,2,"Duke, 1992 *"
Antiperiodontitic,5,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiperistaltic,1,"Duke, 1992 *"
Antipermeability,1,"Duke, 1992 *"
Antiperoxidant,9,"Planta Medica, 57: A54, 1991."
Antiperoxynitrite,1,"Duke, 1992 *"
AntiPGE2,1,"Duke, 1992 *"
Antipharyngitic,2,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiphenylketonuric,1,"Martindale's 29th"
Antiphotophobic,2,"Martindale's 29th"
Antipityriasic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiplaque,6,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiplasmodial,3,"Duke, 1992 *"
