Activity,"Chemical Count",Reference
Antiseptic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antispasmodic,2,"Duke, 1992 *"
Antistaphylococcic,1,"Duke, 1992 *"
Antithrombotic,1,"Bezanger-Beauquesne, L. Noveautes en Phytotherapie. Huitieme Revue. Plantes medicinales et phytotherapie, 25: 46-76, 1991."
Antithyreotropic,1,"Duke, 1992 *"
Antiulcer,1,"Yamahara, J., et al. Stomachic principles in ginger. II. Pungent and anti-ulcer effects of low polar constituents isolated from ginger, the dried rhizoma of... Yakugaku Zasshi 112: 645-655 (1992)."
Antiviral,1,"Denyer, C.V., Jackson, P., Loakes, D.M., Ellis, M.R., and Yound, D.A.B. Isolation of Antirhinoviral Sesquiterpenes From Ginger (Zingiber officinale). Journal of Natural Products, 57(5): 658-662, 1994."
Antiyeast,1,"Duke, 1992 *"
"Beta-Adrenergic Receptor Blocker",1,"Suzdak, P. D., Browne, R. G. 1985. The Effect of Chronic in vivo Infusion of Forskolin on Noradrenergic Receptor Sensitivity. Psychopharmacology, 87(4): 464-467."
Bronchodilator,1,"Duke, 1992 *"
cAMP-genic,1,"Duke, 1992 *"
Cancer-Preventive,1,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
Candidicide,1,"Duke, 1992 *"
Cardiotonic,1,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
Choleretic,1,"Duke, 1992 *"
CNS-Stimulant,1,"List, P.H. and Horhammer, L., Hager's Handbuch der Pharmazeutischen Praxis, Vols. 2-6, Springer-Verlag, Berlin, 1969-1979."
CNS-Toxic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Cytostatic,1,"Darias, V., Bravo, L., Rabanal, R., Sanchez-Mateo, C.C., and Martin-Herrera, D.A. 1988. Cytostatic and Antibacterial Activity of Some Compounds Isolated from Several Lamiaceae Species from the Canary Islands. Planta Medica 56(1): 70, 1990."
FLavor,1,"Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry"
Fungicide,1,"Duke, 1992 *"
Gastrostimulant,1,"Duke, 1992 *"
Hepatoprotective,1,"Duke, 1992 *"
Herbicide,1,"Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4, Oryx Press, Phoenix, 1989, 267pp."
Hypotensive,2,"Wagner & Wolff, eds. 1977. New Natural Products (RS164. I56. 176)"
Inhalant,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Inotropic,1,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
Insect-Repellent,1,"Duke, 1992 *"
Insectifuge,1,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
Irritant,1,"Rinzler, C. A. 1990. The Complete Book of Herbs, Spices and Condiments. Facts on File, New York. 199 pp."
Lipolytic,1,"Duke, 1992 *"
Mast-Cell-Stabilizer,1,"Duke, 1992 *"
Myorelaxant,2,"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
Nematicide,1,"Shoyakugaku Zasshi, 44: 183."
Osteoclastic,1,"Duke, 1992 *"
Pancreatonic,1,"Duke, 1992 *"
Perfumery,2,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Pesticide,3,"Duke, 1992 *"
Prolactinogenic,1,"Duke, 1992 *"
Secretogogue,1,"Duke, 1992 *"
Sedative,1,"Medline (post 1990 searches filed in my computer)"
Sialogogue,1,"Duke, 1992 *"
Stomachic,1,"Duke, 1992 *"
Thyrotropic,1,"Duke, 1992 *"
Tranquilizer,1,"Duke, 1992 *"
Vasodilator,1,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
