Activity,"Chemical Count",Reference
AntiAGE,1,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antiaggregant,7,"Duke, 1992 *"
Antiaging,4,"Duke, 1992 *"
Antiakathisic,1,"Martindale's 29th"
Antialcoholic,5,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antialdosteronic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antialkali?,1,"Martindale's 29th"
Antialkalotic,1,"Martindale's 29th"
Antiallergenic,3,"Dorsch, W., Wagner, H. New Antiasthmatic Drugs from Traditional Medicine? Int Arch Allergy Appl Immunol 94: 262-265, 1991."
Antiallergic,9,"J. Food Hyg. Soc. Jap. 33(6): 569."
Antialopecic,4,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antialzheimeran,6,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antialzheimeran?,1,"Grundy, D. L. and Still, C. C., Inhibition of acetylcholinesterases by pulegone-1,2-epoxide, Oest. Biochem. & Physiol., 23, 1985, 383-8."
Antiamblyopic,1,"Duke, 1992 *"
Antianaphylactic,6,"Duke, 1992 *"
Antiandrogenic,4,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antianemic,3,"Martindale's 29th"
Antianginal,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiangiogenic,4,"Duke, 1992 *"
Antianorectic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antianorexic,1,"Martindale's 29th"
Antianxiety,3,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiaphthic,1,"Martindale's 28th"
Antiarabiflavinotic,1,"Martindale's 28th"
Antiarachidonate,1,"Duke, 1992 *"
Antiarrhythmic,6,"Duke, 1992 *"
Antiarteriosclerotic,2,"Duke, 1992 *"
Antiarthritic,12,"Duke, 1992 *"
Antiasthmatic,8,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiatheromic,1,"Cerda, J.J. Pectin in Health and Disease. HortScience, 25(12): 1485, 1990."
Antiatherosclerotic,7,"Duke, 1992 *"
Antibacillus,1,"Duke, 1992 *"
Antibackache,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antibacterial,28,"Revista Itiliana Eppos, 12: 5, 1994."
Antiberiberi,1,"Duke, 1992 *"
Antibiotic,1,"CRC Handbook of Medicinal Herbs and/or CRC Handbook of Proximate Analyses"
AntiBPH,1,"Duke, 1992 *"
Antibronchitic,2,"Martindale's 28th"
Anticalculic,1,"Duke, 1992 *"
Anticancer,9,"Duke, 1992 *"
"Anticancer (Breast)",1,"Madhavi, D. L., Bomser, J., Smith, M., Singletary, K. 1998. Isolation of Bioactive Constituents from Vaccinium myrtillus (Bilberry) Fruits and Cell Cultures. Plant Sci., 131(1): 95-103."
"Anticancer (Cervix)",2,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
"Anticancer (Colon)",2,"Ringbom, T., Seguar, L., Noreen, Y., Perera, P., Bohlin, L. 1998. Ursolic Acid from Plantago major, a Selective Inhibitor of Cyclooxygenase-2 Catalyzed Prostaglandin Biosynthesis. J. Nat. Prod., 61(10): 1212-1215."
"Anticancer (Esophagus)",1,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
"Anticancer (Lung)",1,"Duke, 1992 *"
"Anticancer (Mouth)",1,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
Anticanker,3,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Anticapillary-Fragility,1,"Keeler, R.F. and Tu, A.T. eds. 1991. Toxicology of Plant and Fungal Compounds. (Handbook of Natural Toxins Vol. 6) Marcel Dekker, Inc. NY. 665 pp."
Anticarcinogenic,1,"Neuwinger, H. D. 1996. African Ethnobotany - Poisons and Drugs. Chapman & Hall, New York. 941 pp."
Anticarcinomic,4,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
"Anticarcinomic (Breast)",1,"Medline (post 1990 searches filed in my computer)"
Anticardiospasmic,1,"Duke, 1992 *"
Anticariogenic,10,"Muroi, H. and Kubo, I. 1993. Combination Effects of Antibacterial Compounds in Green Tea Flavor against Streptococcus mutans. J. Agric. Food Chem. 41: 1102-1105."
Anticarpal-Tunnel,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Anticataract,9,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Anticephalagic,3,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Anticervicaldysplasic,3,"Duke, 1992 *"
AntiCFS,2,"Duke, 1992 *"
Anticheilitic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antichilblain,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Anticholestatic,1,"Shukla, B., Visen, P.K.S., Patnaik, G.K., Tripathi, S.C., Srimal, R.C., Dayal, R., and Dobhal, P.C. Hepatoprotective Activity in the Rat of Ursolic Acid Isolated from Eucalyptus Hybrid. Phytotherapy Research 6: 74-79, 1992."
Anticlaudificant?,1,"Martindale's 29th"
Anticlimacteric,3,"Duke, 1992 *"
Anticoagulant,1,"Merck 11th Edition"
Anticoeliac,1,"Martindale's 28th"
Anticold,2,"Duke, 1992 *"
Anticolic,1,"Duke, 1992 *"
Anticolitic,3,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Anticomplement,2,"Hansel, R., Keller, K., Rimpler, H., and Schneider, G. eds. 1992. Hager's Handbuch der Pharmazeutischen Praxis, Drogen (A-D), 1209 pp., 1993 (E-O), 970 pp., 1994 (P-Z), 1196 pp. Springer-Verlag, Berlin."
Anticomplementary,1,"Duke, 1992 *"
Anticonvulsant,6,"Duke, 1992 *"
Anticoronary,4,"Duke, 1992 *"
AntiCrohn's,3,"Martindale's 29th"
AntiCTS,1,"Duke, 1992 *"
Anticystitic,2,"Duke, 1992 *"
Antidandruff,3,"A.L.L. Hunting. Encyclopedia of Shampoo Ingredients. Micelle Press, Cranford NJ. 467 pp."
Antidecubitic,3,"Martindale's 28th"
Antideliriant,1,"Duke, 1992 *"
Antidementia,5,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antidepressant,7,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antidepressant?,1,"Duke, 1992 *"
Antidermatitic,5,"Duke, 1992 *"
Antidiabetic,13,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antidiabetic?,1,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
Antidiarrheic,2,"Merck 11th Edition"
Antidiscotic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antidote,1,"Martindale's 29th"
"Antidote (Acetaminophen)",1,"Martindale's 29th"
"Antidote (Aluminum)",2,"Economic & Medicinal Plant Research, 6: 189."
"Antidote (Cadmium)",2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Antidote (Camphor)",1,"Duke, 1992 *"
"Antidote (Hypoglycin-A)",1,"Martindale's 29th"
"Antidote (Iodine)",1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
"Antidote (Lead)",2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Antidote (Morphine)",1,"Duke, 1992 *"
"Antidote (Paracetamol)",1,"Martindale's 29th"
"Antidote (Paraquat)",1,"Martindale's 28th"
Antidysenteric,1,"Duke, 1992 *"
Antidysgeuzic,1,"Duke, 1992 *"
Antidyskinetic,2,"Martindale's 28th"
Antidysmenorrheic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antidyspeptic,1,"Duke, 1992 *"
Antidysphagic,1,"Duke, 1992 *"
AntiEBV,3,"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
Antieczemic,5,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiedemic,14,"Shimizu,*M., et al. 1990. Anti-inflammatory Constituents of Topically Applied Crude Drugs. IV.1) Constituents and Anti-inflammatory Effect of Paraguayan Crude Drug 'Alhucema' (Lavandula latifolia Vill.)2). Chem. Pharm. Bull. 38(8): 2283-2284, 1990."
Antielastase,2,"Duke, 1992 *"
Antiencephalitic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiencephalopathic,7,"Martindale's 29th"
Antiencephalopathic?,1,"Martindale's 29th"
Antiendometriotic,2,"Duke, 1992 *"
Antienteritic,1,"Duke, 1992 *"
Antienterotic,1,"Duke, 1992 *"
Antiepileptic,5,"Duke, 1992 *"
Antiescherichic,4,"Duke, 1992 *"
Antiesophagitic,1,"Duke, 1992 *"
Antiestrogenic,3,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antifatigue,6,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antifeedant,10,"Duke, 1992 *"
Antifertility,2,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antifibrinolytic,3,"Economic & Medicinal Plant Research, 1: 53."
Antifibromyalgic,1,"Duke, 1992 *"
Antifibrosarcomic,2,"Duke, 1992 *"
Antifibrotic,2,"Duke, 1992 *"
Antiflu,7,"Economic & Medicinal Plant Research, 5: 195."
Antifuruncular,1,"Martindale's 28th"
Antigallstone,2,"Duke, 1992 *"
Antigastric,2,"Duke, 1992 *"
Antigastritic,4,"Martindale's 29th"
Antigastrotic,1,"Duke, 1992 *"
Antigenotoxic,1,"Duke, 1992 *"
Antigingivitic,4,"Duke, 1992 *"
Antiglaucomic,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiglossitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiglutamaergic,1,"Duke, 1992 *"
Antigonadotrophic,2,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antigonadotropic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antigranular,1,"Duke, 1992 *"
Antigrey,1,"Martindale's 29th"
AntiGTF,2,"Duke, 1992 *"
Antihalitosic,1,"American Health, 12(4): 17, 1993."
Antihangover,5,"Duke, 1992 *"
Antiheartburn,1,"Duke, 1992 *"
Antihelicobacter,1,"Duke, 1992 *"
Antihemorrhagic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antihepatitic,2,"Martindale's 29th"
Antihepatotic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antihepatotoxic,13,"Economic & Medicinal Plant Research, 6: 189."
Antiherpetic,11,"Duke, 1992 *"
Antiherpetic?,1,"Duke, 1992 *"
Antihiccup,1,"Martindale's 29th"
Antihistaminic,10,"J. Food Hyg. Soc. Jap. 33(6): 569."
AntiHIV,12,"Duke, 1992 *"
Antihydrophobic,1,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart."
Antihyperactivity,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antihyperammonemic,1,"Martindale's 29th"
Antihypercholesterolemic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antihyperglycemic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antihyperkeratotic,1,"Duke, 1992 *"
Antihyperkinetic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antihyperlipidemic,2,"Duke, 1992 *"
Antihyperlipoproteinaemic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antihypertensive,10,"Duke, 1992 *"
Antihyperthyroid,1,"Duke, 1992 *"
Antihypoglycemic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiichythyotic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiielus?,1,"Martindale's 29th"
Antiimpotence,2,"Martindale's 29th"
Antiinfective,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiinfertility,3,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiinflammatory,34,"Martindale's 28th"
Antiinsomniac,4,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiinsomniac?,1,"Martindale's 29th"
Antiinsomnic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiischemic,2,"Duke, 1992 *"
Antikeratitic,1,"Duke, 1992 *"
Antikeratotic,1,"Duke, 1992 *"
Antiketotic,2,"Merck 11th Edition"
Antileishmanic,6,"Duke, 1992 *"
Antilepric,2,"Martindale's 28th"
Antileukemic,5,"Duke, 1992 *"
Antileukonychic,1,"Duke, 1992 *"
Antileukoplakic,1,"Duke, 1992 *"
Antileukorrheic,1,"Martindale's 29th"
Antileukotriene,2,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antileukotriene-D4,4,"Duke, 1992 *"
Antilipolytic,3,"Duke, 1992 *"
Antilipoperoxidant,2,"Duke, 1992 *"
Antilisteria,1,"Duke, 1992 *"
Antilithic,6,"Duke, 1992 *"
Antilithic?,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antilupus,1,"Martindale's 28th"
AntiLyme,5,"Duke, 1992 *"
Antilymphomic,5,"Duke, 1992 *"
Antimaculitic,3,"Duke, 1992 *"
Antimalarial,7,"Khalid, S.A., Farouk, A., Geary**, T.G., and Jensen, J.B. 1985. Potential Antimalarial Candidates From African Plants: An In Vitro Approach Using Plasmodium falciparum*. Journal of Ethnopharmacology, 15: 201-209, 1986."
Antimange,1,"Duke, 1992 *"
Antimanic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimastalgic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimastitic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimeasles,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antimelanomic,2,"Duke, 1992 *"
AntiMeniere's,1,"Duke, J. A. Writeups or information summaries on approximately 2,000 economic plants, USDA, ARS, Beltsville, MD 20705."
Antimenopausal,4,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antimenorrhagic,3,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimetastatic,5,"Cunane, S. and Thompson, L. U., eds. 1995. Flaxseed in Human Nutrition. AOCS Press, Champaign IL. 384 pp."
"Antimetastatic (Stomach)",1,"Duke, 1992 *"
Antimigraine,5,"Martindale's 29th"
Antimite,1,"Duke, 1992 *"
Antimitotic,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antimitral-valve-prolapse,1,"Duke, 1992 *"
Antimorphinic,1,"Martindale's 28th"
AntiMRSA,2,"Duke, 1992 *"
AntiMS,3,"Economic & Medicinal Plant Research, 6: 189."
Antimutagenic,19,"Economic & Medicinal Plant Research, 6: 235."
Antimyocarditic,2,"Economic & Medicinal Plant Research, 5: 199."
Antinauseant,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antinephritic,4,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antinephrolytic,1,"Duke, 1992 *"
Antinesidioblastosic,1,"Martindale's 29th"
Antineuralgic,3,"Duke, 1992 *"
Antineuramidase,1,"Duke, 1992 *"
Antineurasthenic,1,"Duke, 1992 *"
Antineuritic,1,"Duke, 1992 *"
Antineuropathic,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antineurotic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antinitrosaminic,3,"Duke, 1992 *"
Antinitrosating,1,"Duke, 1992 *"
Antinitrosic,1,"Martindale's 28th"
Antinociceptive,9,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antinyctalopic,1,"Duke, 1992 *"
Antiobesity,6,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiobesity?,1,"Internat. J. Oriental Med. 16: 4."
Antiodontalgic,1,"Martindale's 28th"
Antionychyotic,1,"Taylor, Leslie. 2005. The Healing Power of Rainforest Herbs. SquareOne Publisher, Garden City Park, NY. 519 pp."
Antiophidic,2,"Economic & Medicinal Plant Research, 5: 363."
Antiophthalmic,1,"Martindale's 29th"
Antiorchitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiosteoarthritic,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiosteoporotic,7,"Duke, 1992 *"
Antiototic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antioxalate,1,"Duke, 1992 *"
Antioxidant,31,"Jim Duke's personal files."
"Antioxidant Synergist",2,"Merck 11th Edition"
Antioxidant?,2,"Duke, 1992 *"
Antiozenic,1,"Duke, 1992 *"
Antipancreatitic,1,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
Antipapillomic,1,"Duke, 1992 *"
Antiparkinsonian,6,"Duke, 1992 *"
Antiparotitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antipellagric,3,"Martindale's 28th"
Antipeptic,1,"Duke, 1992 *"
Antiperiodontal,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiperiodontic,3,"Duke, 1992 *"
Antiperiodontitic,4,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiperistaltic,1,"Duke, 1992 *"
Antipermeability,1,"Duke, 1992 *"
Antiperoxidant,8,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
AntiPGE2,1,"Duke, 1992 *"
Antipharyngitic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiphenylketonuric,2,"Martindale's 29th"
Antiphotophobic,2,"Martindale's 29th"
Antipityriasic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiplaque,6,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiplasmodial,6,"Duke, 1992 *"
AntiPMS,5,"Duke, 1992 *"
Antipneumonic,2,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antipodriac,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antipolio,2,"Economic & Medicinal Plant Research, 5: 194."
Antipoliomyelitic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antipolyneuritic,1,"Martindale's 28th"
Antiporphyric,1,"Martindale's 28th"
Antiprogestational,1,"Malini, T. and Vanithakumari, G. 1989. Rat Toxicity Studies With B-Sitosterol. Journal of Ethnopharmacology, 28: 221-234, 1990."
Antiprolactin,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiproliferant,4,"Duke, 1992 *"
Antiproliferative,1,"Duke, 1992 *"
Antiprostaglandin,4,"Duke, 1992 *"
Antiprostanoid,1,"Duke, 1992 *"
Antiprostatadenomic,1,"Merck 11th Edition"
Antiprostatitic,7,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiproteolytic,1,"Duke, 1992 *"
Antipruritic,3,"Yamamoto, A., Umemori, S., and Muranishi, S. 1993. Absorption Enhancement of Intrapulmonary Administered Insulin by Various Absorption Enhancers and Protease Inhibitors in Rats. J. Pharm. Pharmacol. 46: 14-18, 1994."
Antipsoriac,2,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antipsychotic,1,"Martindale's 29th"
Antipurpuric,1,"Duke, 1992 *"
Antipyretic,5,"Economic & Medicinal Plant Research, 6: 189."
Antiradicular,7,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
AntiRaynaud's,3,"Duke, 1992 *"
Antirenitic,1,"Uchida, U., Ohta, H., Niwa, M., Mori, A., Nonaka, G-i., Nishioka, I., and Zaki, M. 1989. Prolongation of Life Span of Stroke-Prone Spontaneously Hypertensive Rats (SHRSP) Ingesting Persimmon Tannin. Chem. Pharm. Bull. 38(4): 1049-1052, 1990."
Antiretardation,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Antiretinopathic,1,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antiretinotic,1,"Duke, 1992 *"
Antiretroviral,1,"Duke, 1992 *"
Antirheumatic,8,"Martindale's 28th"
Antirheumatitic?,1,"Martindale's 29th"
Antirhinitic,1,"Duke, 1992 *"
Antirhinoviral,1,"Denyer, C.V., Jackson, P., Loakes, D.M., Ellis, M.R., and Yound, D.A.B. Isolation of Antirhinoviral Sesquiterpenes From Ginger (Zingiber officinale). Journal of Natural Products, 57(5): 658-662, 1994."
Antisalmonella,2,"Duke, 1992 *"
Antisarcomic,1,"Duke, 1992 *"
Antiscoliotic,1,"Duke, 1992 *"
Antiscorbutic,1,"Martindale's 28th"
Antiscotomic,1,"Duke, 1992 *"
Antiseborrheic,2,"Duke, 1992 *"
Antiseptic,22,"Wagner & Wolff, eds. 1977. New Natural Products (RS164. I56. 176)"
