Activity,"Chemical Count",Reference
"Antidote (Aluminum)",1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
"Antidote (Cadmium)",1,"Let's Live, May 1989."
"Antidote (Lead)",1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antidysgeuzic,1,"Duke, 1992 *"
Antidyskinetic,1,"Martindale's 28th"
Antidysmenorrheic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antieczemic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiencephalopathic,1,"Martindale's 29th"
Antiendometriotic,1,"Duke, 1992 *"
Antienterotic,1,"Duke, 1992 *"
Antiepileptic,3,"Duke, 1992 *"
Antifatigue,3,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antifibromyalgic,1,"Duke, 1992 *"
Antifibrotic,1,"Duke, 1992 *"
Antifuruncular,1,"Martindale's 28th"
Antigastrotic,1,"Duke, 1992 *"
Antiglaucomic,1,"Duke, 1992 *"
Antihangover,1,"Duke, 1992 *"
Antihemolytic,1,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
Antiherpetic?,1,"Duke, 1992 *"
AntiHIV,1,"Duke, 1992 *"
Antihyperkinetic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antihypertensive,3,"Duke, 1992 *"
Antihypoglycemic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiimpotence,1,"Martindale's 29th"
Antiinfective,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiinfertility,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiinflammatory,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiinsomniac,3,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antiischemic,2,"Shimomura,* K., Kitazawa, T., Okamura, N., and Yagi, A. Tanshinone Production In Adventitious Roots And Regenerates Of Salvia miltiorrhiza. Journal of Natural Products, 54(6): 1583-1587, 1991."
Antilepric,1,"Martindale's 29th"
Antileukonychic,1,"Duke, 1992 *"
Antilithic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
AntiLyme,1,"Duke, 1992 *"
Antilymphomic,1,"Duke, 1992 *"
Antimaculitic,1,"Duke, 1992 *"
Antimastalgic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimenopausal,2,"Duke, 1992 *"
Antimenorrhagic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antimetastatic,1,"Duke, 1992 *"
Antimigraine,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antimitral-valve-prolapse,1,"Duke, 1992 *"
AntiMS,1,"Duke, 1992 *"
Antimyocardotic,1,"Duke, 1992 *"
Antinephrolytic,1,"Duke, 1992 *"
Antineuropathic,1,"Duke, 1992 *"
Antineurotic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antinociceptive,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antinyctalopic,1,"Duke, 1992 *"
Antiobesity,2,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antiosteomyelitic,1,"Duke, 1992 *"
Antiosteoporotic,5,"Duke, 1992 *"
Antiototic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antioxidant,2,"Leung, A. Y. and Foster, S. 1995. Encyclopedia of Common Natural Ingredients 2nd Ed. John Wiley & Sons, New York. 649 pp."
Antiperiodontitic,2,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antiplaque,2,"Martindale's 29th"
AntiPMS,3,"Duke, 1992 *"
Antiprolactin,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
Antiprostatitic,1,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
AntiRaynaud's,1,"Duke, 1992 *"
Antiretinopathic,1,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antirheumatic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antisecretory,1,"Duke, 1992 *"
Antiseptic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antispare-Tire,1,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antispasmodic,2,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antispasmophilic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antistomatitic,1,"Martindale's 28th"
Antistress,2,"Duke, 1992 *"
Antistroke,2,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antisyndrome-X,3,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antitic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Antitinnitic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Antitonsilitic,1,"Duke, 1992 *"
Antitriglyceride,1,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Antiulcer,2,"Murakami, S., et al. 1989. Effect of Salvianolic Acid A, a Depside from Roots of Salvia miltiorrhiza, on Gastric H+,K+-ATPase. Planta Medica, 56(4): 360, 1990."
Antiviral?,1,"Martindale's 29th"
Anxiolytic,3,"Duke, 1992 *"
Astringent,1,"Martindale's 28th"
ATPase-Inhibitor,1,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
Bacteristat,2,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
Beta-Blocker,1,"Duke, 1992 *"
Calcium-Antagonist,2,"Duke, 1992 *"
Calcium-Channel-Blocker,1,"Duke, 1992 *"
Cardioprotective,3,"Duke, 1992 *"
Cardiotoxic,1,"Duke, 1992 *"
CNS-Depressant,1,"Facciola, S. 1998. Cornucopia - A Source Book of Edible Plants. Kampong Publications, Vista CA. 713 pp."
Collagenic,1,"Duke, 1992 *"
Contraceptive,1,"Martindale's 28th"
Copper-Antagonist,1,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Cytostatic,1,"Darias, V., Bravo, L., Rabanal, R., Sanchez-Mateo, C.C., and Martin-Herrera, D.A. 1988. Cytostatic and Antibacterial Activity of Some Compounds Isolated from Several Lamiaceae Species from the Canary Islands. Planta Medica 56(1): 70, 1990."
Deodorant,1,"Martindale's 29th"
"Detoxicant (Alcohol)",1,"Duke, 1992 *"
Diuretic,3,"Duke, 1992 *"
Ergogenic,1,"Duke, 1992 *"
Hypertensive,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Hypocholesterolemic,3,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Hypoglycemic,1,"Duke, 1992 *"
Hypotensive,4,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Immunomodulator,3,"Duke, 1992 *"
Immunostimulant,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Immunosuppressant,1,"Martindale's 29th"
Insulinogenic,2,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Laxative,2,"Duke, 1992 *"
Leptingenic,1,"Challem, J., Berkson, Burt, and Smith, Melissa Dianne. 2000.
Syndrome X - The complete nutritional program to prevent and reservse insulin resistance. John Wiley & Sons, New York. 272 pp. $24.95"
Litholytic,1,"Duke, 1992 *"
Mucogenic,1,"Li, K.M. Effect of zinc sulphate on acetic acid-induced gastric ulceration in rats. J. Pharm. Pharmacol. 42: 657-659, 1990."
Myorelaxant,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Neurotransmitter,1,"Duke, 1992 *"
NF-kB-Inhibitor,1,"Duke, 1992 *"
Pesticide,5,"Duke, 1992 *"
Prooxidant,1,"Duke, 1992 *"
Schizophrenigenic,1,"Davies, S., and Stewart, A. 1990. Nutritional Medicine. Avon Books, New York. 509pp."
Sodium-Blocker,1,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
Spermigenic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Testosteronigenic,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Tranquilizer,2,"Duke, 1992 *"
Trichomonicide,1,"Martindale's 29th"
Uterorelaxant,1,"Werbach, M. 1993. Healing with Food. Harper Collins, New York, 443 pp."
Vasodilator,3,"Duke, 1992 *"
Vulnerary,1,"Martindale's 28th"
